Sortierung,Ebene,Landesverband / Schule,Geschäftsstelle,Ortsverband,Kürzel,Gründungsdatum,Name 1,Name 2,Strasse,PLZ,Ort,Länge,Breite,Bundesland,Regierungsbezirk,Kreis
1,OV,Baden-Württemberg,Heilbronn,Pfedelbach,OOEH,08.12.1966,Der Ortsbeauftragte für Pfedelbach,,Brunnenfeldstraße 17,74629,Pfedelbach,9.498797,49.182527,Baden-Württemberg,Stuttgart,Hohenlohekreis
1,OV,Baden-Württemberg,Heilbronn,Schwäbisch Hall,OSHA,19.11.1965,Der Ortsbeauftragte für Schwäbisch Hall,,Blätteräcker 1,74523,Schwäbisch Hall,9.831273,49.09814,Baden-Württemberg,Stuttgart,Schwäbisch Hall
1,OV,Baden-Württemberg,Heilbronn,Weinsberg,OWBG,14.03.1962,Der Ortsbeauftragte für Weinsberg,,Abtsäckerstraße 48,74189,Weinsberg,9.301666,49.153118,Baden-Württemberg,Stuttgart,Heilbronn
1,OV,Baden-Württemberg,Heilbronn,Wertheim,OWER,25.09.1968,Der Ortsbeauftragte für Wertheim,,Willy-Brandt-Straße 17,97877,Wertheim,9.495784,49.757516,Baden-Württemberg,Stuttgart,Main-Tauber-Kreis
1,OV,Baden-Württemberg,Heilbronn,Widdern,OWID,01.10.1968,Der Ortsbeauftragte für Widdern,,Kiesstraße 8,74259,Widdern,9.411646,49.317092,Baden-Württemberg,Stuttgart,Heilbronn
1,OV,Baden-Württemberg,Karlsruhe,Baden-Baden,OBBA,16.06.1953,Der Ortsbeauftragte für Baden-Baden,,Wörthstraße 16,76532,Baden-Baden,8.199511,48.783224,Baden-Württemberg,Karlsruhe,Baden-Baden
1,OV,Baden-Württemberg,Karlsruhe,Bühl,OBUE,21.10.1959,Der Ortsbeauftragte für Bühl,,Fridolin-Stiegler-Str. 15,77815,Bühl,8.131111,48.708531,Baden-Württemberg,Karlsruhe,Rastatt
1,OV,Baden-Württemberg,Karlsruhe,Dettenheim,ODET,25.03.1966,Der Ortsbeauftragte für Dettenheim,,Im Schorrenfeld 33,76661,Philippsburg,8.456674,49.202525,Baden-Württemberg,Karlsruhe,Karlsruhe
1,OV,Baden-Württemberg,Karlsruhe,Karlsruhe,OKAR,08.07.1952,Der Ortsbeauftragte für Karlsruhe,,Grünhutstraße 9,76187,Karlsruhe,8.351439,49.03906,Baden-Württemberg,Karlsruhe,Karlsruhe
1,OV,Baden-Württemberg,Karlsruhe,Mühlacker,OMAC,09.04.1959,Der Ortsbeauftragte für Mühlacker,,Schelmenwaldstraße 26/3,75417,Mühlacker,8.856622,48.975548,Baden-Württemberg,Karlsruhe,Enzkreis
1,OV,Baden-Württemberg,Karlsruhe,Neuenbürg-Arnbach,ONBA,01.12.1972,Der Ortsbeauftragte für Neuenbürg-Arnbach,,Gräfenhäuser Straße 42,75305,Neuenbürg,8.568552,48.862347,Baden-Württemberg,Karlsruhe,Enzkreis
1,OV,Baden-Württemberg,Karlsruhe,Niefern-Öschelbronn,ONOE,01.07.1967,Der Ortsbeauftragte für Niefern-Öschelbronn,,Industriestraße 17,75223,Niefern-Öschelbronn,8.80765,48.90153,Baden-Württemberg,Karlsruhe,Enzkreis
1,OV,Baden-Württemberg,Karlsruhe,Oberhausen-Rheinhausen,OOBE,21.04.1973,Der Ortsbeauftragte für Oberhausen-Rheinhausen,,Hoeber-und- Mandelbaumstr. 5,68794,Oberhausen-Rheinhausen,8.4850133,49.259701,Baden-Württemberg,Karlsruhe,Karlsruhe
1,OV,Baden-Württemberg,Karlsruhe,Pforzheim,OPFO,01.08.1952,Der Ortsbeauftragte für Pforzheim,,Villingerstraße 12,75179,Pforzheim,8.659279,48.90583,Baden-Württemberg,Karlsruhe,Pforzheim
1,OV,Baden-Württemberg,Karlsruhe,Rastatt,ORAS,09.01.1954,Der Ortsbeauftragte für Rastatt,,Niederwaldstraße 11/2,76437,Rastatt,8.217859,48.862851,Baden-Württemberg,Karlsruhe,Rastatt
1,OV,Baden-Württemberg,Karlsruhe,Waghäusel,OWAG,01.01.1964,Der Ortsbeauftragte für Waghäusel,,Bussardstraße 1,68753,Waghäusel,8.509057,49.240068,Baden-Württemberg,Karlsruhe,Karlsruhe
1,OV,Baden-Württemberg,Mannheim,Adelsheim,OADE,15.10.1968,Der Ortsbeauftragte für Adelsheim,,Lachenstraße 35 b,74740,Adelsheim,9.388059,49.412813,Baden-Württemberg,Karlsruhe,Neckar-Odenwald-Kreis
1,OV,Baden-Württemberg,Mannheim,Eberbach,OEBE,02.06.1954,Der Ortsbeauftragte für Eberbach,,Pleutersbacher Straße 34,69412,Eberbach,8.973616,49.460533,Baden-Württemberg,Karlsruhe,Rhein-Neckar-Kreis
1,OV,Baden-Württemberg,Mannheim,Haßmersheim,OHAS,06.12.1965,Der Ortsbeauftragte für Haßmersheim,,Kurt-Vogelsang-Straße 1,74855,Haßmersheim,9.149322,49.304798,Baden-Württemberg,Karlsruhe,Neckar-Odenwald-Kreis
1,OV,Baden-Württemberg,Mannheim,Heidelberg,OHBG,07.07.1952,Der Ortsbeauftragte für Heidelberg,,Am Taubenfeld 35,69123,Heidelberg,8.637656,49.42953,Baden-Württemberg,Karlsruhe,Heidelberg
1,OV,Baden-Württemberg,Mannheim,Ladenburg,OLAD,08.12.1953,Der Ortsbeauftragte für Ladenburg,,Am Sägewerk 1,68526,Ladenburg,8.598853,49.482456,Baden-Württemberg,Karlsruhe,Rhein-Neckar-Kreis
1,OV,Baden-Württemberg,Mannheim,Mannheim,OMAN,07.07.1952,Der Ortsbeauftragte für Mannheim,,Saarburger Ring 57 - 59,68229,Mannheim,8.5705373,49.4410215,Baden-Württemberg,Karlsruhe,Mannheim
1,OV,Baden-Württemberg,Mannheim,Neckargemünd,ONEC,17.12.1965,Der Ortsbeauftragte für Neckargemünd,,Wiesenbacher Straße 7,69151,Neckargemünd,8.801907,49.391447,Baden-Württemberg,Karlsruhe,Rhein-Neckar-Kreis
1,OV,Baden-Württemberg,Mannheim,Neunkirchen,ONEK,25.06.1971,Der Ortsbeauftragte für Neunkirchen,,Zwingenberger Straße 1,74867,Neunkirchen,9.014713,49.388294,Baden-Württemberg,Karlsruhe,Neckar-Odenwald-Kreis
1,OV,Baden-Württemberg,Mannheim,Sinsheim,OSIH,01.11.1970,Der Ortsbeauftragte für Sinsheim,,Neulandstr. 30,74889,Sinsheim,8.88691,49.24351,Baden-Württemberg,Karlsruhe,Rhein-Neckar-Kreis
1,OV,Baden-Württemberg,Mannheim,Wiesloch-Walldorf,OWIE,17.09.1965,Der Ortsbeauftragte für Wiesloch-Walldorf,,Ludwig-Wagner-Straße 18,69168,Wiesloch,8.67154,49.284639,Baden-Württemberg,Karlsruhe,Rhein-Neckar-Kreis
1,OV,Baden-Württemberg,Stuttgart,Backnang,OBAC,28.01.1961,Der Ortsbeauftragte für Backnang,,Theodor-Körner-Straße 51,71522,Backnang,9.418116,48.941654,Baden-Württemberg,Stuttgart,Rems-Murr-Kreis
1,OV,Baden-Württemberg,Stuttgart,Bietigheim-Bissingen,OBBI,25.10.1969,Der Ortsbeauftragte für Bietigheim-Bissingen,,Carl-Benz-Straße 22,74321,Bietigheim-Bissingen,9.128884,48.942494,Baden-Württemberg,Stuttgart,Ludwigsburg
1,OV,Baden-Württemberg,Stuttgart,Böblingen,OBOE,15.08.1955,Der Ortsbeauftragte für Böblingen,,Junkersstraße 5,71034,Böblingen,8.981664,48.687577,Baden-Württemberg,Stuttgart,Böblingen
1,OV,Baden-Württemberg,Stuttgart,Calw,OCAL,16.10.1965,Der Ortsbeauftragte für Calw,,Neubulacher Straße 1,75385,Bad Teinach-Zavelstein,8.723971,48.676985,Baden-Württemberg,Karlsruhe,Calw
1,OV,Baden-Württemberg,Stuttgart,Leonberg,OLEO,06.12.1966,Der Ortsbeauftragte für Leonberg,,Mollenbachstraße 11,71229,Leonberg,9.003665,48.784615,Baden-Württemberg,Stuttgart,Böblingen
1,OV,Baden-Württemberg,Stuttgart,Ludwigsburg,OLUD,11.11.1952,Der Ortsbeauftragte für Ludwigsburg,,Alter See 19,71638,Ludwigsburg,9.190304,48.895909,Baden-Württemberg,Stuttgart,Ludwigsburg
1,OV,Baden-Württemberg,Stuttgart,Schorndorf,OSCH,15.03.1961,Der Ortsbeauftragte für Schorndorf,,Baumwasenstraße 36,73614,Schorndorf,9.510966,48.807017,Baden-Württemberg,Stuttgart,Rems-Murr-Kreis
1,OV,Baden-Württemberg,Stuttgart,Stuttgart,OST1,07.07.1952,Der Ortsbeauftragte für Stuttgart,,Burgholzstr. 31,70376,Stuttgart,9.207881,48.822025,Baden-Württemberg,Stuttgart,Stuttgart
1,OV,Baden-Württemberg,Tübingen,Albstadt,OALB,03.02.1966,Der Ortsbeauftragte für Albstadt,,Rudolf-Diesel-Straße 5,72461,Albstadt,9.028432,48.23073,Baden-Württemberg,Tübingen,Zollernalbkreis
1,OV,Baden-Württemberg,Tübingen,Balingen,OBAL,01.01.1955,Der Ortsbeauftragte für Balingen,,Roßwanger Straße 18,72336,Balingen,8.851034,48.239731,Baden-Württemberg,Tübingen,Zollernalbkreis
1,OV,Baden-Württemberg,Tübingen,Freudenstadt,OFDS,25.11.1966,Der Ortsbeauftragte für Freudenstadt,,Ludwig-Jahn-Straße 32 a,72250,Freudenstadt,8.414945,48.4689,Baden-Württemberg,Karlsruhe,Freudenstadt
1,OV,Baden-Württemberg,Tübingen,Hechingen,OHEC,28.08.1952,Der Ortsbeauftragte für Hechingen,,Sprißlerstraße 5,72379,Hechingen,8.983582,48.349101,Baden-Württemberg,Tübingen,Zollernalbkreis
1,OV,Baden-Württemberg,Tübingen,Horb,OHOR,15.03.1969,Der Ortsbeauftragte für Horb,,Kreuzerstraße 20,72160,Horb,8.694214,48.449359,Baden-Württemberg,Karlsruhe,Freudenstadt
1,OV,Baden-Württemberg,Tübingen,Münsingen,OMUS,07.05.1966,Der Ortsbeauftragte für Münsingen,,Langenwaag 3-5,72525,Münsingen,9.535139,48.410362,Baden-Württemberg,Tübingen,Reutlingen
1,OV,Baden-Württemberg,Tübingen,Ofterdingen,OOFT,01.01.1971,Der Ortsbeauftragte für Ofterdingen,,Haidschwärze 11,72131,Ofterdingen,9.04158,48.426657,Baden-Württemberg,Tübingen,Tübingen
1,OV,Baden-Württemberg,Tübingen,Reutlingen,OREU,05.04.1954,Der Ortsbeauftragte für Reutlingen,,Carl-Zeiss-Straße 60,72770,Reutlingen,9.154155,48.500171,Baden-Württemberg,Tübingen,Reutlingen
1,OV,Baden-Württemberg,Tübingen,Rottenburg,OROT,01.03.1954,Der Ortsbeauftragte für Rottenburg,,Lauberbühlweg 50 - 52,72108,Rottenburg,8.956471,48.455856,Baden-Württemberg,Tübingen,Tübingen
1,OV,Baden-Württemberg,Tübingen,Tübingen,OTUE,27.11.1953,Der Ortsbeauftragte für Tübingen,,Steinlachwasen 24,72072,Tübingen,9.064775,48491,Baden-Württemberg,Tübingen,Tübingen
1,OV,Baden-Württemberg,Villingen-Schwenningen,Bad Säckingen,OBSA,01.11.1952,Der Ortsbeauftragte für Bad Säckingen,,Heinrich-Hübsch-Straße 30,79713,Bad Säckingen,7.967668,47.557728,Baden-Württemberg,Freiburg,Waldshut
1,OV,Baden-Württemberg,Villingen-Schwenningen,Donaueschingen,ODON,27.11.1965,Der Ortsbeauftragte für Donaueschingen,,Raiffeisenstraße 46,78166,Donaueschingen,8.509776,47.962194,Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis
1,OV,Baden-Württemberg,Villingen-Schwenningen,Konstanz,OKON,26.02.1953,Der Ortsbeauftragte für Konstanz,,Litzelstetter Straße 110,78467,Konstanz,9.16065,47.698426,Baden-Württemberg,Freiburg,Konstanz
1,OV,Baden-Württemberg,Villingen-Schwenningen,Laufenburg,OLBG,29.07.1954,Der Ortsbeauftragte für Laufenburg,,Dr. Rudolf Eberle Straße 8,79725,Laufenburg,8.080575,47.564833,Baden-Württemberg,Freiburg,Waldshut
1,OV,Baden-Württemberg,Villingen-Schwenningen,Radolfzell,ORAD,01.10.1955,Der Ortsbeauftragte für Radolfzell,,Franz-Anton-Mesmer-Straße 24,78315,Radolfzell,8.958379,47.742012,Baden-Württemberg,Freiburg,Konstanz
1,OV,Baden-Württemberg,Villingen-Schwenningen,Rottweil,OROW,01.01.1954,Der Ortsbeauftragte für Rottweil,,Robert-Bosch-Straße 19,78658,Zimmern ob Rottweil,8.579709,48.170498,Baden-Württemberg,Freiburg,Rottweil
1,OV,Baden-Württemberg,Villingen-Schwenningen,Schramberg,OSBG,03.12.1959,Der Ortsbeauftragte für Schramberg,,Albert-Moser-Straße 5,78713,Schramberg,8.418178,48.239542,Baden-Württemberg,Freiburg,Rottweil
1,OV,Baden-Württemberg,Villingen-Schwenningen,Singen,OSGN,30.03.1955,Der Ortsbeauftragte für Singen,,Grubwaldstraße 9,78224,Singen,8.862914,47.756116,Baden-Württemberg,Freiburg,Konstanz
1,OV,Baden-Württemberg,Villingen-Schwenningen,Stockach,OSTO,16.02.1967,Der Ortsbeauftragte für Stockach,,Höllstraße 15,78333,Stockach,9.006568,47.856988,Baden-Württemberg,Freiburg,Konstanz
1,OV,Baden-Württemberg,Villingen-Schwenningen,Trossingen,OTRO,01.05.1964,Der Ortsbeauftragte für Trossingen,,Tuninger Straße 42,78647,Trossingen,8.627704,48.069817,Baden-Württemberg,Freiburg,Tuttlingen
1,OV,Baden-Württemberg,Villingen-Schwenningen,Tuttlingen,OTUT,01.11.1953,Der Ortsbeauftragte für Tuttlingen,,Ludwigstaler Str. 64,78532,Tuttlingen,8.82744,47.99133,Baden-Württemberg,Freiburg,Tuttlingen
1,OV,Baden-Württemberg,Villingen-Schwenningen,Villingen-Schwenningen,OVSC,03.10.1952,Der Ortsbeauftragte für Villingen-Schwenningen,,Max-Planck-Straße 18,78052,Villingen-Schwenningen,8.448507,48.082255,Baden-Württemberg,Freiburg,Schwarzwald-Baar-Kreis
1,OV,Baden-Württemberg,Villingen-Schwenningen,Waldshut-Tiengen,OWAL,07.10.1952,Der Ortsbeauftragte für Waldshut-Tiengen,,Von-Opel-Straße 7,79761,Waldshut-Tiengen,8.25435,47.623639,Baden-Württemberg,Freiburg,Waldshut
1,OV,Bayern,Bad Tölz,Bad Aibling,OAIB,01.03.1955,Der Ortsbeauftragte für Bad Aibling,,Bruckmühler Straße 41,83052,Bruckmühl,11.959467,47.873509,Bayern,Oberbayern,Rosenheim
1,OV,Bayern,Bad Tölz,Garmisch-Partenkirchen,OGPA,04.04.1954,Der Ortsbeauftragte für Garmisch-Partenkirchen,,Zur Maximilianshöhe 7,82467,Garmisch-Partenkirchen,11.060241,47.488481,Bayern,Oberbayern,Garmisch-Partenkirchen
1,OV,Bayern,Bad Tölz,Geretsried,OGER,27.01.1972,Der Ortsbeauftragte für Geretsried,,Gustav-Adolf-Straße 22,82538,Geretsried,11.498654,47.856127,Bayern,Oberbayern,Bad Tölz-Wolfratshausen
1,OV,Bayern,Bad Tölz,Landsberg,OLDS,17.02.1954,Der Ortsbeauftragte für Landsberg,,Ehrenpreisstraße 4,86899,Landsberg,10.863283,48.035671,Bayern,Oberbayern,Landsberg am Lech
1,OV,Bayern,Bad Tölz,Miesbach,OMIE,25.02.1954,Der Ortsbeauftragte für Miesbach,,Nordgraben 19,83714,Miesbach,11.835327,47.793984,Bayern,Oberbayern,Miesbach
1,OV,Bayern,Bad Tölz,Rosenheim,OROS,18.07.1952,Der Ortsbeauftragte für Rosenheim,,Schmettererstraße 11,83022,Rosenheim,12.120237,47.854916,Bayern,Oberbayern,Rosenheim
1,OV,Bayern,Bad Tölz,Schongau,OSOA,18.03.1954,Der Ortsbeauftragte für Schongau,,Peitnachstraße 8,86956,Schongau,10.923201,47.814369,Bayern,Oberbayern,Weilheim-Schongau
1,OV,Bayern,Bad Tölz,Starnberg,OSTG,20.05.1967,Der Ortsbeauftragte für Starnberg,,Am Schloßhölzl 15,82319,Starnberg,11.353601,48.016591,Bayern,Oberbayern,Starnberg
1,OV,Bayern,Bad Tölz,Weilheim,OWHM,05.08.1953,Der Ortsbeauftragte für Weilheim,,Holzhofstraße 34,82362,Weilheim,11.125246,47.829541,Bayern,Oberbayern,Weilheim-Schongau
1,OV,Bayern,Bamberg,Bad Kissingen,OBKI,01.05.1953,Der Ortsbeauftragte für Bad Kissingen,,Waldsiedlung 14,97714,Oerlenbach,10.172997,50.184314,Bayern,Unterfranken,Bad Kissingen
1,OV,Bayern,Bamberg,Bad Staffelstein,OSTA,12.05.1953,Der Ortsbeauftragte für Bad Staffelstein,,Krausenbachstraße 5,96231,Bad Staffelstein,11.028277,50.116683,Bayern,Oberfranken,Lichtenfels
1,OV,Bayern,Bamberg,Bamberg,OBAM,09.11.1952,Der Ortsbeauftragte für Bamberg,,Am Börstig 8,96052,Bamberg,10.887481,49.920337,Bayern,Oberfranken,Bamberg
1,OV,Bayern,Bamberg,Coburg,OCOB,28.02.1953,Der Ortsbeauftragte für Coburg,,Industriestraße 4 a,96487,Dörfles-Esbach,10.988671,50.27754,Bayern,Oberfranken,Coburg
1,OV,Bayern,Bamberg,Forchheim,OFOR,01.10.1952,Der Ortsbeauftragte für Forchheim,,Zur Staustufe 38,91301,Forchheim,11.052179,49.738088,Bayern,Oberfranken,Forchheim
1,OV,Bayern,Bamberg,Gerolzhofen,OGZF,01.04.1958,Der Ortsbeauftragte für Gerolzhofen,,Dreimühlenstraße 31,97447,Gerolzhofen,10.339888,49.906429,Bayern,Unterfranken,Schweinfurt
1,OV,Bayern,Bamberg,Haßfurt,OHFT,01.02.1960,Der Ortsbeauftragte für Haßfurt,,Augsfelder Straße 40,97437,Haßfurt,10.538302,50.027671,Bayern,Unterfranken,Haßberge
1,OV,Bayern,Bamberg,Kirchehrenbach,OKIB,02.07.1961,Der Ortsbeauftragte für Kirchehrenbach,,Leutenbacher Straße 41,91356,Kirchehrenbach,11.156864,49.732414,Bayern,Oberfranken,Forchheim
1,OV,Bayern,Bamberg,Mellrichstadt,OMEL,01.04.1954,Der Ortsbeauftragte für Mellrichstadt,,Wiesentalgraben 4,97638,Mellrichstadt,10.2851,50.41662,Bayern,Unterfranken,Rhön-Grabfeld
1,OV,Bayern,Bamberg,Schweinfurt,OSWE,01.03.1953,Der Ortsbeauftragte für Schweinfurt,,Franz-Schubert-Straße 1b,97421,Schweinfurt,10.214451,50.052949,Bayern,Unterfranken,Schweinfurt
1,OV,Bayern,Hof,Bayreuth,OBAY,17.04.1953,Der Ortsbeauftragte für Bayreuth,,Karl-von-Linde-Straße 3,95447,Bayreuth,11.561951,49.931961,Bayern,Oberfranken,Bayreuth
1,OV,Bayern,Hof,Hof,OHOF,12.01.1953,Der Ortsbeauftragte für Hof,,Klostertor 3,95028,Hof,11.914448,50.320744,Bayern,Oberfranken,Hof
1,OV,Bayern,Hof,Kronach,OKRO,14.09.1953,Der Ortsbeauftragte für Kronach,,Im Eichicht 1b,96317,Kronach,11.34125,50.23377,Bayern,Oberfranken,Kronach
1,OV,Bayern,Hof,Kulmbach,OKUL,03.01.1953,Der Ortsbeauftragte für Kulmbach,,Von-Linde-Straße 15,95326,Kulmbach,11.425924,50.098359,Bayern,Oberfranken,Kulmbach
1,OV,Bayern,Hof,Marktredwitz,OMAR,25.02.1953,Der Ortsbeauftragte für Marktredwitz,,Lorenzreutherstraße 5,95615,Marktredwitz,12.093748,50.013395,Bayern,Oberfranken,Wunsiedel i. Fichtelgebirge
1,OV,Bayern,Hof,Naila,ONAI,01.02.1978,Der Ortsbeauftragte für Naila,,Dr. Hans-Künzel-Straße 3,95119,Naila,11.704611,50.323773,Bayern,Oberfranken,Hof
1,OV,Bayern,Hof,Pegnitz,OPEG,07.09.1962,Der Ortsbeauftragte für Pegnitz,,Zum Dianafelsen 5,91257,Pegnitz,11.525382,49.754508,Bayern,Oberfranken,Bayreuth
1,OV,Bayern,Hof,Selb,OSEL,27.04.1953,Der Ortsbeauftragte für Selb,,Am Schreinersteich 38,95100,Selb,12.154184,50.173301,Bayern,Oberfranken,Wunsiedel i. Fichtelgebirge
1,OV,Bayern,Hof,Weiden,OWEN,29.07.1953,Der Ortsbeauftragte für Weiden,,Mooslohstraße 95,92637,Weiden,12.150589,49.686818,Bayern,Oberpfalz,Neustadt a.d. Waldnaab
1,OV,Bayern,Ingolstadt,Dillingen,ODIL,14.11.1969,Der Ortsbeauftragte für Dillingen,,Hans-Geiger-Straße 5,89407,Dillingen,10.464402,48.577716,Bayern,Schwaben,Dillingen a.d. Donau
1,OV,Bayern,Ingolstadt,Donauwörth,ODAU,29.09.1953,Der Ortsbeauftragte für Donauwörth,,Schützenring 3,86609,Donauwörth,10.793773,48.713109,Bayern,Schwaben,Donau-Ries
1,OV,Bayern,Ingolstadt,Eichstätt,OEIC,01.07.1952,Der Ortsbeauftragte für Eichstätt,,Industriestraße 13,85072,Eichstätt,11.196972,48.883351,Bayern,Oberbayern,Eichstätt
1,OV,Bayern,Ingolstadt,Gunzenhausen,OGUN,11.05.1953,Der Ortsbeauftragte für Gunzenhausen,,Weißenburger Straße 42,91710,Gunzenhausen,10.755918,49.110967,Bayern,Mittelfranken,Weißenburg-Gunzenhausen
1,OV,Bayern,Ingolstadt,Hilpoltstein,OHIL,25.11.1965,Der Ortsbeauftragte für Hilpoltstein,,Dieselstraße 6,91161,Hilpoltstein,11.18451,49.183677,Bayern,Mittelfranken,Roth
1,OV,Bayern,Ingolstadt,Ingolstadt,OING,18.03.1953,Der Ortsbeauftragte für Ingolstadt,,Marie-Curie-Straße 33,85055,Ingolstadt,11.482123,48.786696,Bayern,Oberbayern,Ingolstadt
1,OV,Bayern,Ingolstadt,Neuburg,ONEB,14.01.1955,Der Ortsbeauftragte für Neuburg,,Donauwörther Straße B75,86633,Neuburg,11.166775,48.733121,Bayern,Oberbayern,Neuburg-Schrobenhausen
1,OV,Bayern,Ingolstadt,Nördlingen,ONDL,01.05.1953,Der Ortsbeauftragte für Nördlingen,,Oettinger Straße 11,86720,Nördlingen,10.504706,48.863537,Bayern,Schwaben,Donau-Ries
1,OV,Bayern,Ingolstadt,Pfaffenhofen,OPFA,01.06.1980,Der Ortsbeauftragte für Pfaffenhofen,,Martin-Binder-Ring 6,85276,Pfaffenhofen,11.494538,48.521738,Bayern,Oberbayern,Pfaffenhofen a.d. Ilm
1,OV,Bayern,Ingolstadt,Roth,OROH,22.10.1953,Der Ortsbeauftragte für Roth,,Gildestraße 11,91154,Roth,11.113113,49.246926,Bayern,Mittelfranken,Roth
1,OV,Bayern,Ingolstadt,Treuchtlingen,OTRT,01.05.1953,Der Ortsbeauftragte für Treuchtlingen,,Gstadter Straße 30,91757,Treuchtlingen,10.911122,48.971016,Bayern,Mittelfranken,Weißenburg-Gunzenhausen
1,OV,Bayern,Karlstadt,Alzenau,OALZ,01.04.1973,Der Ortsbeauftragte für Alzenau,,Siemensstraße 4,63755,Alzenau,9.059109,50.094738,Bayern,Unterfranken,Aschaffenburg
1,OV,Bayern,Karlstadt,Aschaffenburg,OABG,18.01.1952,Der Ortsbeauftragte für Aschaffenburg,,Wendelbergstraße 30,63739,Aschaffenburg,9.175364,49.966399,Bayern,Unterfranken,Aschaffenburg
1,OV,Bayern,Karlstadt,Karlstadt,OKGM,01.05.1953,Der Ortsbeauftragte für Karlstadt,,Julius-Echter-Straße 93,97753,Karlstadt,9.780438,49.9686,Bayern,Unterfranken,Main-Spessart
1,OV,Bayern,Karlstadt,Kitzingen,OKIT,23.03.1953,Der Ortsbeauftragte für Kitzingen,,An der Staustufe 2,97318,Kitzingen,10.155348,49.723983,Bayern,Unterfranken,Kitzingen
1,OV,Bayern,Karlstadt,Lohr,OLOH,16.07.1953,Der Ortsbeauftragte für Lohr,,Walter-Senger-Straße 1,97816,Lohr a. Main,9.580074,50.002767,Bayern,Unterfranken,Main-Spessart
1,OV,Bayern,Karlstadt,Marktheidenfeld,OMHD,25.04.1970,Der Ortsbeauftragte für Marktheidenfeld,,Marienbrunner Straße 37,97840,Hafenlohr,9.593342,49.865636,Bayern,Unterfranken,Main-Spessart
1,OV,Bayern,Karlstadt,Miltenberg,OMIL,28.07.1953,Der Ortsbeauftragte für Miltenberg,,Fährweg 43,63897,Miltenberg,9.242624,49.704719,Bayern,Unterfranken,Miltenberg
1,OV,Bayern,Karlstadt,Obernburg,OOBG,24.10.1952,Der Ortsbeauftragte für Obernburg,,Im Weidig 22,63785,Obernburg,9.12288,49.833323,Bayern,Unterfranken,Miltenberg
1,OV,Bayern,Karlstadt,Ochsenfurt,OOCH,09.03.1969,Der Ortsbeauftragte für Ochsenfurt,,Wiesenweg 1,97199,Ochsenfurt,10.02905,49.682524,Bayern,Unterfranken,Würzburg
1,OV,Bayern,Karlstadt,Würzburg,OWUE,16.08.1952,Der Ortsbeauftragte für Würzburg,,Schweinfurter Straße 13,97080,Würzburg,9.948166,49.799222,Bayern,Unterfranken,Würzburg
1,OV,Bayern,Kempten,Füssen,OFSS,15.07.1952,Der Ortsbeauftragte für Füssen,,Leinenweberstraße 11,87629,Füssen,10.682356,47.567092,Bayern,Schwaben,Ostallgäu
1,OV,Bayern,Kempten,Günzburg,OGUE,01.05.1952,Der Ortsbeauftragte für Günzburg,,Waldsiedlung 3/3 a,89359,Kleinkötz,10.294965,48.419091,Bayern,Schwaben,Günzburg
1,OV,Bayern,Kempten,Kaufbeuren,OKAU,15.10.1954,Der Ortsbeauftragte für Kaufbeuren,,Buronstraße 19,87600,Kaufbeuren,10.631565,47.891615,Bayern,Schwaben,Kaufbeuren
1,OV,Bayern,Kempten,Kempten,OKEM,19.05.1954,Der Ortsbeauftragte für Kempten,,Memminger Straße 126,87439,Kempten (Allgäu),10.308245,47.740996,Bayern,Schwaben,Kempten (Allgäu)
1,OV,Bayern,Kempten,Krumbach,OKRU,03.07.1953,Der Ortsbeauftragte für Krumbach,,Wiesenweg 4,86381,Krumbach,10.354046,48.253085,Bayern,Schwaben,Günzburg
1,OV,Bayern,Kempten,Lindau,OLIN,01.10.1955,Der Ortsbeauftragte für Lindau,,Heuriedweg 69,88131,Lindau,9.718623,47.554181,Bayern,Schwaben,Lindau (Bodensee)
1,OV,Bayern,Kempten,Lindenberg,OLID,01.02.1978,Der Ortsbeauftragte für Lindenberg,,Goßholz 2b,88161,Lindenberg i. Allgäu,9.904193,47.613409,Bayern,Schwaben,Lindau (Bodensee)
1,OV,Bayern,Kempten,Memmingen,OMEM,10.05.1955,Der Ortsbeauftragte für Memmingen,,Grönenbacher Straße 11,87700,Memmingen,10.183781,47.961698,Bayern,Schwaben,Memmingen
1,OV,Bayern,Kempten,Neu-Ulm,ONUL,26.05.1972,Der Ortsbeauftragte für Neu-Ulm,,Reuttier Straße 122 1/2,89231,Neu-Ulm,10.0103703556891,48.3765608238313,Bayern,Schwaben,Neu-Ulm
1,OV,Bayern,Kempten,Sonthofen,OSHF,01.09.1953,Der Ortsbeauftragte für Sonthofen,,Falkenstraße 50,87527,Sonthofen,10.267657,47.528912,Bayern,Schwaben,Oberallgäu
1,OV,Bayern,Mühldorf,Altötting,OATG,10.11.1967,Der Ortsbeauftragte für Altötting,,Eisenfelden 66,84543,Winhöring,12.688862,48.257438,Bayern,Oberbayern,Altötting
1,OV,Bayern,Mühldorf,Berchtesgadener Land,OBGL,13.10.1953,Der Ortsbeauftragte für Berchtesgadener Land,,Industriestraße 6,83404,Ainring,12.956603,47.819733,Bayern,Oberbayern,Berchtesgadener Land
1,OV,Bayern,Mühldorf,Eggenfelden,OEGG,12.03.1957,Der Ortsbeauftragte für Eggenfelden,,Lauterbachstraße 63,84307,Eggenfelden,12.7441416,48.398693,Bayern,Niederbayern,Rottal-Inn
